institution,service,price,date,time,start_dt,location
Globe Medical Center,UH has-kismedence,25388.0,2025-07-17,18:29:00,2025-07-17 18:29:00,"Budapest, Szalay utca 2"
Golden Medical Center,UH has-kismedence,26656.0,2025-08-14,15:23:00,2025-08-14 15:23:00,"Budapest, Tutaj utca 8."
Halas Medical Egészségközpont,UH has-kismedence,25531.0,2025-08-19,13:34:00,2025-08-19 13:34:00,"Kiskunhalas, Eötvös utca 19."
Haller Medical,UH has-kismedence,23351.0,2025-08-18,13:25:00,2025-08-18 13:25:00,"Budapest, Haller utca 23"
Halom Medical Egészségközpont,UH has-kismedence,32066.0,2025-08-01,16:34:00,2025-08-01 16:34:00,"Budapest, Halom utca 10"
Hattyú Medicina,UH has-kismedence,31306.0,2025-08-02,16:02:00,2025-08-02 16:02:00,"Budapest, Hattyú utca 16."
Health&Youth Egészségközpont,UH has-kismedence,30323.0,2025-07-25,10:22:00,2025-07-25 10:22:00,"Budapest,  Billegető utca 2/c"
Hepinet Ultrahanghálózat,UH has-kismedence,30763.0,2025-07-10,09:32:00,2025-07-10 09:32:00,"Budapest, Péterfy Sándor utca 8."
Hepinet Ultrahanghálózat,UH has-kismedence,34834.0,2025-08-05,13:30:00,2025-08-05 13:30:00,"Székesfehérvár, Budai út 49."
Hepinet Ultrahanghálózat,UH has-kismedence,26787.0,2025-08-04,17:32:00,2025-08-04 17:32:00,"Dunaújváros, Bartók Béla út 12. fszt. 1."
Hepinet Ultrahanghálózat,UH has-kismedence,25045.0,2025-07-17,11:37:00,2025-07-17 11:37:00,"Budapest, Fehérvári út 12. IV. emelet 408."
Hepinet Ultrahanghálózat,UH has-kismedence,33839.0,2025-08-14,12:48:00,2025-08-14 12:48:00,"Budapest, Árpád út 47."
Hepinet Ultrahanghálózat,UH has-kismedence,31814.0,2025-08-05,17:00:00,2025-08-05 17:00:00,"Budapest, Bosnyák utca 48-50. E lépcsőház fszt 1"
HT Medical Center,UH has-kismedence,31607.0,2025-08-16,12:06:00,2025-08-16 12:06:00,"Budapest, Pesti út 177."
Hungária Med-M,UH has-kismedence,25419.0,2025-08-05,07:18:00,2025-08-05 07:18:00,"Budapest, Jász u. 33-35."
Hungária Med-M,UH has-kismedence,26549.0,2025-07-11,15:24:00,2025-07-11 15:24:00,"Győr, Bajcsy-Zsilinszky utca 30-32"
IQB Medical Rózsadomb Center Egészségközpont,UH has-kismedence,20012.0,2025-07-29,10:39:00,2025-07-29 10:39:00,"Budapest, Törökvész út 87"
Istenhegyi Klinika,UH has-kismedence,29914.0,2025-08-02,13:00:00,2025-08-02 13:00:00,"Budapest, Istenhegyi út 31"
LilyMed termékenységi és nőgyógyászati magánrendelő,UH has-kismedence,20372.0,2025-07-24,14:13:00,2025-07-24 14:13:00,"Budapest, Tinódi utca 1-3"
Liv Duna Medical Center,UH has-kismedence,29139.0,2025-08-06,10:52:00,2025-08-06 10:52:00,"Budapest, Lechner Ödön fasor 5"
Ma Belle Medical,UH has-kismedence,28227.0,2025-08-19,19:50:00,2025-08-19 19:50:00,"Budapest, Andrássy út 43."
Madarász Ultrahang,UH has-kismedence,31328.0,2025-07-17,13:47:00,2025-07-17 13:47:00,"Budapest, Madarász Viktor utca 47-49"
Margit Híd Medical,UH has-kismedence,23420.0,2025-07-25,10:26:00,2025-07-25 10:26:00,"Budapest , Margit körút 5"
Mária Medical Magánrendelő,UH has-kismedence,33648.0,2025-07-28,06:46:00,2025-07-28 06:46:00,"Budapest, Hidegkúti út 82/b"
Medalpin Medical Center,UH has-kismedence,27605.0,2025-08-14,12:06:00,2025-08-14 12:06:00,"Budapest, Szállás utca 24"
Medcity Egészségközpont,UH has-kismedence,30158.0,2025-07-16,11:22:00,2025-07-16 11:22:00,"Budapest, Megyeri út 53"
Medical Healing Point,UH has-kismedence,30281.0,2025-08-08,12:44:00,2025-08-08 12:44:00,nan
Medical Point Egészségközpont,UH has-kismedence,29749.0,2025-07-26,18:50:00,2025-07-26 18:50:00,"Budapest, Madarász Viktor utca 47-49"
Medical Sport Rehabilitációs Központ,UH has-kismedence,21755.0,2025-07-19,13:26:00,2025-07-19 13:26:00,"Budapest, Bécsi út 3-5, V. em. 55"
Medicina Egészségközpont,UH has-kismedence,21768.0,2025-07-10,14:42:00,2025-07-10 14:42:00,"Budapest, Budakeszi út 36/C."
Medicina Egészségközpont,UH has-kismedence,21152.0,2025-07-16,13:53:00,2025-07-16 13:53:00,"Budapest, Istenhegyi út 31/b"
Medina Egészségcentrum,UH has-kismedence,31110.0,2025-08-18,16:39:00,2025-08-18 16:39:00,"Budapest, Liszt Ferenc utca 6"
Medve Medical Egészségközpont,UH has-kismedence,26658.0,2025-08-18,19:17:00,2025-08-18 19:17:00,"Budapest, Medve utca 34-40"
Menzou Dental,UH has-kismedence,34667.0,2025-08-05,17:59:00,2025-08-05 17:59:00,"Budapest, Vérmező út 6, földszint 1"
Móricz Medical Center,UH has-kismedence,21860.0,2025-07-13,15:32:00,2025-07-13 15:32:00,"Budapest, Móricz Zsigmond körtér 2, 1. emelet 2"
myderm Magánbőrgyógyászati és Orvosi Esztétikai Rendelő,UH has-kismedence,28350.0,2025-07-19,14:39:00,2025-07-19 14:39:00,"Budapest, Lövőház utca 39, I. emelet"
Oktogon Medical Center,UH has-kismedence,21522.0,2025-08-16,15:53:00,2025-08-16 15:53:00,"Budapest, Andrássy út 46"
Oxygen Medical Magánorvosi Központ,UH has-kismedence,32138.0,2025-08-01,15:36:00,2025-08-01 15:36:00,"Budapest, Árpád út 47."
Pálma Egészségügyi Központ,UH has-kismedence,31091.0,2025-07-24,13:33:00,2025-07-24 13:33:00,"Budapest, Margit körút 44"
Pannónia Magánorvosi Centrum,UH has-kismedence,33107.0,2025-07-28,12:38:00,2025-07-28 12:38:00,Budapest Pannónia utca 35
Parliament Medical Center,UH has-kismedence,26045.0,2025-07-20,14:14:00,2025-07-20 14:14:00,"Budapest, Vajkay utca 1"
Pasamed-Pasaréti Sportegészségügyi Centrum,UH has-kismedence,28531.0,2025-08-18,11:49:00,2025-08-18 11:49:00,nan
Pesti Gasztroenterológiai Centrum,UH has-kismedence,31665.0,2025-08-19,15:47:00,2025-08-19 15:47:00,nan
Pesti Magánorvosi Centrm,UH has-kismedence,23421.0,2025-08-15,11:10:00,2025-08-15 11:10:00,nan
Pozitron Medical Diagnosztika Központ,UH has-kismedence,33067.0,2025-07-13,13:59:00,2025-07-13 13:59:00,nan
Praxis Magánrendelő,UH has-kismedence,21938.0,2025-07-18,15:54:00,2025-07-18 15:54:00,nan
Primavera Medical Center,UH has-kismedence,34505.0,2025-08-19,16:23:00,2025-08-19 16:23:00,nan
RadiVert Diagnostic MR vizsgálatok,UH has-kismedence,24344.0,2025-08-01,15:15:00,2025-08-01 15:15:00,nan
Regenero Egészségház,UH has-kismedence,24408.0,2025-07-20,08:31:00,2025-07-20 08:31:00,nan
Remete 72 Magánrendelő,UH has-kismedence,22088.0,2025-07-19,07:46:00,2025-07-19 07:46:00,nan
RMC Clinics (Rózsakert Medical Center),UH has-kismedence,25035.0,2025-07-27,09:01:00,2025-07-27 09:01:00,nan
SanBer Medical,UH has-kismedence,23961.0,2025-07-27,18:27:00,2025-07-27 18:27:00,nan
Secret Medical Egészségügyi-és Orvosesztétikai Központ,UH has-kismedence,22738.0,2025-08-19,16:11:00,2025-08-19 16:11:00,nan
Smart Diagnosztika,UH has-kismedence,22466.0,2025-07-30,06:01:00,2025-07-30 06:01:00,nan
SmileyMed,UH has-kismedence,32739.0,2025-07-21,13:23:00,2025-07-21 13:23:00,nan
Soulutions Medical,UH has-kismedence,27936.0,2025-08-19,18:39:00,2025-08-19 18:39:00,nan
St. Sebastian Physio Center,UH has-kismedence,30046.0,2025-08-04,12:21:00,2025-08-04 12:21:00,nan
STEPS Robotikus Rehabilitációs központ,UH has-kismedence,26915.0,2025-08-10,10:07:00,2025-08-10 10:07:00,nan
Szent Magdolna Magánkórház,UH has-kismedence,22362.0,2025-07-20,15:49:00,2025-07-20 15:49:00,nan
Szigetvilág Magánorvosi Rendelő,UH has-kismedence,25267.0,2025-07-28,08:17:00,2025-07-28 08:17:00,nan
T&T Orvosi Rendelő,UH has-kismedence,32237.0,2025-07-29,12:00:00,2025-07-29 12:00:00,nan
Tabán Medical,UH has-kismedence,22295.0,2025-08-01,15:29:00,2025-08-01 15:29:00,nan
TritonLife,UH has-kismedence,32621.0,2025-07-10,06:42:00,2025-07-10 06:42:00,nan
Újbuda Medical Center,UH has-kismedence,32215.0,2025-07-18,17:06:00,2025-07-18 17:06:00,nan
Visegrádi40 Magánrendelő,UH has-kismedence,31543.0,2025-08-15,18:39:00,2025-08-15 18:39:00,nan
Vitahelp,UH has-kismedence,29648.0,2025-08-06,17:55:00,2025-08-06 17:55:00,nan
VP-Med Egészségcentrum és Oktatási Központ,UH has-kismedence,20981.0,2025-07-31,19:30:00,2025-07-31 19:30:00,nan
Wáberer Medical Center,UH has-kismedence,23070.0,2025-08-16,09:25:00,2025-08-16 09:25:00,nan
WellWay Clinics,UH has-kismedence,32300.0,2025-07-16,12:31:00,2025-07-16 12:31:00,nan
Zenon Clinic,UH has-kismedence,23201.0,2025-07-15,12:51:00,2025-07-15 12:51:00,nan
nan,UH has-kismedence,,2025-08-01,19:51:00,2025-08-01 19:51:00,nan
nan,UH has-kismedence,,2025-08-14,08:22:00,2025-08-14 08:22:00,nan
27 Sellő Mozgásszervi Terápiás Centrum,Nőgyógyászat szakorvosi vizsgálat,46783.0,2025-08-06,15:42:00,2025-08-06 15:42:00,Budaörsi út 29
Aesthetica Orvosi Központ,Nőgyógyászat szakorvosi vizsgálat,41012.0,2025-07-23,06:16:00,2025-07-23 06:16:00,"Budapest, Váci út 76"
Affidea Magyarország,Nőgyógyászat szakorvosi vizsgálat,49977.0,2025-08-20,09:13:00,2025-08-20 09:13:00,"Budapest, Fövény utca 4"
Affidea Magyarország,Nőgyógyászat szakorvosi vizsgálat,49977.0,2025-07-10,08:24:00,2025-07-10 08:24:00,"Budapest, Lövőház utca 2"
Affidea Magyarország,Nőgyógyászat szakorvosi vizsgálat,49977.0,2025-08-01,16:18:00,2025-08-01 16:18:00,"Budapest, Szabadság tér 7."
Affidea Magyarország,Nőgyógyászat szakorvosi vizsgálat,49977.0,2025-08-19,16:52:00,2025-08-19 16:52:00,"Budapest, Hercegprímás utca 14"
Affidea Magyarország,Nőgyógyászat szakorvosi vizsgálat,49977.0,2025-07-25,07:14:00,2025-07-25 07:14:00,"Budapest, Örs vezér tere 25."
Affidea Magyarország,Nőgyógyászat szakorvosi vizsgálat,49977.0,2025-08-02,14:56:00,2025-08-02 14:56:00,"Győr, Vasvári pál utca 2"
Caring Medical Center,Nőgyógyászat szakorvosi vizsgálat,42343.0,2025-08-08,11:00:00,2025-08-08 11:00:00,"Budapest, Zsigmond tér 10."
Central Clinic,Nőgyógyászat szakorvosi vizsgálat,38574.0,2025-08-08,13:02:00,2025-08-08 13:02:00,"Budapest, Rákóczi út 4"
Claro Klinika,Nőgyógyászat szakorvosi vizsgálat,47190.0,2025-07-22,16:28:00,2025-07-22 16:28:00,"Budapest, Teréz krt. 24"
Clinexpert,Nőgyógyászat szakorvosi vizsgálat,44443.0,2025-08-01,17:41:00,2025-08-01 17:41:00,"Budapest, Kaszásdűlő utca 7."
CMF Medical,Nőgyógyászat szakorvosi vizsgálat,35275.0,2025-08-12,16:31:00,2025-08-12 16:31:00,"Budapest, Bécsi út 154"
CMF Medical,Nőgyógyászat szakorvosi vizsgálat,35275.0,2025-08-09,11:59:00,2025-08-09 11:59:00,"Pilisvörösvár, Árpád utca 21"
CMF Medical,Nőgyógyászat szakorvosi vizsgálat,35275.0,2025-07-28,11:32:00,2025-07-28 11:32:00,"Jászberény, Kossuth Lajos utca 5."
CMF Medical,Nőgyógyászat szakorvosi vizsgálat,35275.0,2025-07-24,06:15:00,2025-07-24 06:15:00,"Biatorbágy, Mester utca 2"
CMF Medical,Nőgyógyászat szakorvosi vizsgálat,35275.0,2025-07-26,06:00:00,2025-07-26 06:00:00,"Szentendre, Stromfeld Aurél utca 1/A"
Coordimed,Nőgyógyászat szakorvosi vizsgálat,41009.0,2025-07-25,11:59:00,2025-07-25 11:59:00,"Budapest, Völgy utca 5"
Delfin Ultrahang,Nőgyógyászat szakorvosi vizsgálat,52979.0,2025-07-23,06:44:00,2025-07-23 06:44:00,"Budapest, Pünkösdfürdő utca 48."
Dimenzió Orvosi Klinika,Nőgyógyászat szakorvosi vizsgálat,54125.0,2025-07-11,18:17:00,2025-07-11 18:17:00,"Budaörs, Lomnici köz 19."
Dimenzió-Med Egészségközpont,Nőgyógyászat szakorvosi vizsgálat,41208.0,2025-08-05,15:34:00,2025-08-05 15:34:00,"Budapest, Vécsey u. 3."
Doktor24,Nőgyógyászat szakorvosi vizsgálat,52617.0,2025-08-05,09:22:00,2025-08-05 09:22:00,"Budapest, Koszorúslány u. 1."
Doktor24,Nőgyógyászat szakorvosi vizsgálat,52617.0,2025-08-15,07:33:00,2025-08-15 07:33:00,"Budapest, Váci út 37."
Doktor24,Nőgyógyászat szakorvosi vizsgálat,52617.0,2025-08-01,12:03:00,2025-08-01 12:03:00,"Budapest, Könyves Kálmán krt. 12-14."
Doktor24,Nőgyógyászat szakorvosi vizsgálat,52617.0,2025-07-31,09:00:00,2025-07-31 09:00:00,"Paks, Tolnai út 93."
Doktor24,Nőgyógyászat szakorvosi vizsgálat,52617.0,2025-08-16,07:35:00,2025-08-16 07:35:00,"Pécs, Málics Ottó utca 1."
Doktor24,Nőgyógyászat szakorvosi vizsgálat,52617.0,2025-08-06,07:31:00,2025-08-06 07:31:00,"Szeged, Petőfi S. Sgt. 39."
Doktor24,Nőgyógyászat szakorvosi vizsgálat,52617.0,2025-07-13,06:18:00,2025-07-13 06:18:00,"Székesfehérvár, Huszár utca 2."
Egressy Medical,Nőgyógyászat szakorvosi vizsgálat,54492.0,2025-08-01,13:35:00,2025-08-01 13:35:00,"Budapest, Egressy út 28-30."
Emineo Magánkórház,Nőgyógyászat szakorvosi vizsgálat,37615.0,2025-08-08,18:13:00,2025-08-08 18:13:00,"Budapest, Hegyalja út 7."
EndoCare Endokrinológiai Központ,Nőgyógyászat szakorvosi vizsgálat,46962.0,2025-07-30,12:16:00,2025-07-30 12:16:00,"Budapest, Lechner Ödön fasor 7."
EntiTárs Egészségközpont,Nőgyógyászat szakorvosi vizsgálat,53535.0,2025-08-05,15:53:00,2025-08-05 15:53:00,"Budapest, Vilánnyi út 22/A"
Erzsébet Dentál & Medical,Nőgyógyászat szakorvosi vizsgálat,44750.0,2025-08-04,16:20:00,2025-08-04 16:20:00,Budapest Lajtha László utca 24.
ForHerMed Klinika,Nőgyógyászat szakorvosi vizsgálat,41015.0,2025-08-10,17:17:00,2025-08-10 17:17:00,"Budapest, Bimbó út 108."
Főnix Medical Center,Nőgyógyászat szakorvosi vizsgálat,36274.0,2025-07-27,08:32:00,2025-07-27 08:32:00,"Budapest, Sasadi út 184"
Gasztro Klinika,Nőgyógyászat szakorvosi vizsgálat,42697.0,2025-07-10,13:22:00,2025-07-10 13:22:00,"Budapest, Bokor utca 17"
Geomedical,Nőgyógyászat szakorvosi vizsgálat,49721.0,2025-07-30,16:22:00,2025-07-30 16:22:00,"Budapest, Kókai utca 6"
Globe Medical Center,Nőgyógyászat szakorvosi vizsgálat,51736.0,2025-07-25,11:51:00,2025-07-25 11:51:00,"Budapest, Szalay utca 2"
Golden Medical Center,Nőgyógyászat szakorvosi vizsgálat,48553.0,2025-07-22,06:39:00,2025-07-22 06:39:00,"Budapest, Tutaj utca 8."
Halas Medical Egészségközpont,Nőgyógyászat szakorvosi vizsgálat,54656.0,2025-07-27,15:25:00,2025-07-27 15:25:00,"Kiskunhalas, Eötvös utca 19."
Haller Medical,Nőgyógyászat szakorvosi vizsgálat,42836.0,2025-07-31,09:58:00,2025-07-31 09:58:00,"Budapest, Haller utca 23"
Halom Medical Egészségközpont,Nőgyógyászat szakorvosi vizsgálat,46442.0,2025-08-04,19:51:00,2025-08-04 19:51:00,"Budapest, Halom utca 10"
Hattyú Medicina,Nőgyógyászat szakorvosi vizsgálat,51203.0,2025-08-04,06:45:00,2025-08-04 06:45:00,"Budapest, Hattyú utca 16."
Health&Youth Egészségközpont,Nőgyógyászat szakorvosi vizsgálat,50623.0,2025-07-10,10:21:00,2025-07-10 10:21:00,"Budapest,  Billegető utca 2/c"
Hepinet Ultrahanghálózat,Nőgyógyászat szakorvosi vizsgálat,43442.0,2025-07-21,14:52:00,2025-07-21 14:52:00,"Budapest, Péterfy Sándor utca 8."
Hepinet Ultrahanghálózat,Nőgyógyászat szakorvosi vizsgálat,46463.0,2025-07-19,07:52:00,2025-07-19 07:52:00,"Székesfehérvár, Budai út 49."
Hepinet Ultrahanghálózat,Nőgyógyászat szakorvosi vizsgálat,50077.0,2025-07-25,18:23:00,2025-07-25 18:23:00,"Dunaújváros, Bartók Béla út 12. fszt. 1."
Hepinet Ultrahanghálózat,Nőgyógyászat szakorvosi vizsgálat,47035.0,2025-07-23,17:40:00,2025-07-23 17:40:00,"Budapest, Fehérvári út 12. IV. emelet 408."
Hepinet Ultrahanghálózat,Nőgyógyászat szakorvosi vizsgálat,41715.0,2025-08-03,06:02:00,2025-08-03 06:02:00,"Budapest, Árpád út 47."
Hepinet Ultrahanghálózat,Nőgyógyászat szakorvosi vizsgálat,51051.0,2025-08-19,14:41:00,2025-08-19 14:41:00,"Budapest, Bosnyák utca 48-50. E lépcsőház fszt 1"
HT Medical Center,Nőgyógyászat szakorvosi vizsgálat,42884.0,2025-07-28,10:06:00,2025-07-28 10:06:00,"Budapest, Pesti út 177."
Hungária Med-M,Nőgyógyászat szakorvosi vizsgálat,45488.0,2025-07-21,13:27:00,2025-07-21 13:27:00,"Budapest, Jász u. 33-35."
Hungária Med-M,Nőgyógyászat szakorvosi vizsgálat,48142.0,2025-08-19,16:26:00,2025-08-19 16:26:00,"Győr, Bajcsy-Zsilinszky utca 30-32"
IQB Medical Rózsadomb Center Egészségközpont,Nőgyógyászat szakorvosi vizsgálat,54508.0,2025-07-31,18:43:00,2025-07-31 18:43:00,"Budapest, Törökvész út 87"
Istenhegyi Klinika,Nőgyógyászat szakorvosi vizsgálat,42733.0,2025-08-08,14:56:00,2025-08-08 14:56:00,"Budapest, Istenhegyi út 31"
LilyMed termékenységi és nőgyógyászati magánrendelő,Nőgyógyászat szakorvosi vizsgálat,39846.0,2025-08-12,07:13:00,2025-08-12 07:13:00,"Budapest, Tinódi utca 1-3"
Liv Duna Medical Center,Nőgyógyászat szakorvosi vizsgálat,46789.0,2025-08-07,13:54:00,2025-08-07 13:54:00,"Budapest, Lechner Ödön fasor 5"
Ma Belle Medical,Nőgyógyászat szakorvosi vizsgálat,44594.0,2025-08-16,15:36:00,2025-08-16 15:36:00,"Budapest, Andrássy út 43."
Madarász Ultrahang,Nőgyógyászat szakorvosi vizsgálat,50239.0,2025-07-25,10:35:00,2025-07-25 10:35:00,"Budapest, Madarász Viktor utca 47-49"
Margit Híd Medical,Nőgyógyászat szakorvosi vizsgálat,40901.0,2025-08-18,17:20:00,2025-08-18 17:20:00,"Budapest , Margit körút 5"
Mária Medical Magánrendelő,Nőgyógyászat szakorvosi vizsgálat,53941.0,2025-08-10,15:56:00,2025-08-10 15:56:00,"Budapest, Hidegkúti út 82/b"
Medalpin Medical Center,Nőgyógyászat szakorvosi vizsgálat,39534.0,2025-08-02,07:46:00,2025-08-02 07:46:00,"Budapest, Szállás utca 24"
Medcity Egészségközpont,Nőgyógyászat szakorvosi vizsgálat,42921.0,2025-07-17,14:59:00,2025-07-17 14:59:00,"Budapest, Megyeri út 53"
Medical Healing Point,Nőgyógyászat szakorvosi vizsgálat,49775.0,2025-08-17,09:45:00,2025-08-17 09:45:00,nan
Medical Point Egészségközpont,Nőgyógyászat szakorvosi vizsgálat,47348.0,2025-07-26,12:27:00,2025-07-26 12:27:00,"Budapest, Madarász Viktor utca 47-49"
Medical Sport Rehabilitációs Központ,Nőgyógyászat szakorvosi vizsgálat,41195.0,2025-08-08,13:18:00,2025-08-08 13:18:00,"Budapest, Bécsi út 3-5, V. em. 55"
Medicina Egészségközpont,Nőgyógyászat szakorvosi vizsgálat,45921.0,2025-08-15,19:29:00,2025-08-15 19:29:00,"Budapest, Budakeszi út 36/C."
Medicina Egészségközpont,Nőgyógyászat szakorvosi vizsgálat,39418.0,2025-07-18,14:17:00,2025-07-18 14:17:00,"Budapest, Istenhegyi út 31/b"
Medina Egészségcentrum,Nőgyógyászat szakorvosi vizsgálat,35160.0,2025-07-20,11:08:00,2025-07-20 11:08:00,"Budapest, Liszt Ferenc utca 6"
Medve Medical Egészségközpont,Nőgyógyászat szakorvosi vizsgálat,49049.0,2025-08-02,13:19:00,2025-08-02 13:19:00,"Budapest, Medve utca 34-40"
Menzou Dental,Nőgyógyászat szakorvosi vizsgálat,43309.0,2025-08-18,13:37:00,2025-08-18 13:37:00,"Budapest, Vérmező út 6, földszint 1"
Móricz Medical Center,Nőgyógyászat szakorvosi vizsgálat,48926.0,2025-07-10,10:41:00,2025-07-10 10:41:00,"Budapest, Móricz Zsigmond körtér 2, 1. emelet 2"
myderm Magánbőrgyógyászati és Orvosi Esztétikai Rendelő,Nőgyógyászat szakorvosi vizsgálat,47976.0,2025-07-29,09:57:00,2025-07-29 09:57:00,"Budapest, Lövőház utca 39, I. emelet"
Oktogon Medical Center,Nőgyógyászat szakorvosi vizsgálat,53873.0,2025-07-31,11:55:00,2025-07-31 11:55:00,"Budapest, Andrássy út 46"
Oxygen Medical Magánorvosi Központ,Nőgyógyászat szakorvosi vizsgálat,39235.0,2025-08-07,16:45:00,2025-08-07 16:45:00,"Budapest, Árpád út 47."
Pálma Egészségügyi Központ,Nőgyógyászat szakorvosi vizsgálat,39376.0,2025-08-06,11:03:00,2025-08-06 11:03:00,"Budapest, Margit körút 44"
Pannónia Magánorvosi Centrum,Nőgyógyászat szakorvosi vizsgálat,36285.0,2025-08-19,15:05:00,2025-08-19 15:05:00,Budapest Pannónia utca 35
Parliament Medical Center,Nőgyógyászat szakorvosi vizsgálat,35279.0,2025-08-02,09:41:00,2025-08-02 09:41:00,"Budapest, Vajkay utca 1"
Pasamed-Pasaréti Sportegészségügyi Centrum,Nőgyógyászat szakorvosi vizsgálat,50924.0,2025-08-11,11:39:00,2025-08-11 11:39:00,nan
Pesti Gasztroenterológiai Centrum,Nőgyógyászat szakorvosi vizsgálat,39151.0,2025-08-17,15:07:00,2025-08-17 15:07:00,nan
Pesti Magánorvosi Centrm,Nőgyógyászat szakorvosi vizsgálat,49108.0,2025-08-09,10:00:00,2025-08-09 10:00:00,nan
Pozitron Medical Diagnosztika Központ,Nőgyógyászat szakorvosi vizsgálat,53895.0,2025-07-12,09:38:00,2025-07-12 09:38:00,nan
Praxis Magánrendelő,Nőgyógyászat szakorvosi vizsgálat,39484.0,2025-08-02,06:54:00,2025-08-02 06:54:00,nan
Primavera Medical Center,Nőgyógyászat szakorvosi vizsgálat,46043.0,2025-07-31,11:17:00,2025-07-31 11:17:00,nan
RadiVert Diagnostic MR vizsgálatok,Nőgyógyászat szakorvosi vizsgálat,37878.0,2025-07-18,07:20:00,2025-07-18 07:20:00,nan
Regenero Egészségház,Nőgyógyászat szakorvosi vizsgálat,42770.0,2025-08-06,17:08:00,2025-08-06 17:08:00,nan
Remete 72 Magánrendelő,Nőgyógyászat szakorvosi vizsgálat,52089.0,2025-07-15,12:19:00,2025-07-15 12:19:00,nan
RMC Clinics (Rózsakert Medical Center),Nőgyógyászat szakorvosi vizsgálat,52614.0,2025-07-17,12:19:00,2025-07-17 12:19:00,nan
SanBer Medical,Nőgyógyászat szakorvosi vizsgálat,51436.0,2025-08-19,09:21:00,2025-08-19 09:21:00,nan
Secret Medical Egészségügyi-és Orvosesztétikai Központ,Nőgyógyászat szakorvosi vizsgálat,44417.0,2025-08-02,11:42:00,2025-08-02 11:42:00,nan
Smart Diagnosztika,Nőgyógyászat szakorvosi vizsgálat,46130.0,2025-08-06,10:19:00,2025-08-06 10:19:00,nan
SmileyMed,Nőgyógyászat szakorvosi vizsgálat,41668.0,2025-08-07,14:54:00,2025-08-07 14:54:00,nan
Soulutions Medical,Nőgyógyászat szakorvosi vizsgálat,48453.0,2025-08-19,17:28:00,2025-08-19 17:28:00,nan
St. Sebastian Physio Center,Nőgyógyászat szakorvosi vizsgálat,50539.0,2025-07-26,12:30:00,2025-07-26 12:30:00,nan
STEPS Robotikus Rehabilitációs központ,Nőgyógyászat szakorvosi vizsgálat,52668.0,2025-07-28,17:09:00,2025-07-28 17:09:00,nan
Szent Magdolna Magánkórház,Nőgyógyászat szakorvosi vizsgálat,37325.0,2025-08-09,18:14:00,2025-08-09 18:14:00,nan
Szigetvilág Magánorvosi Rendelő,Nőgyógyászat szakorvosi vizsgálat,52740.0,2025-07-11,07:17:00,2025-07-11 07:17:00,nan
T&T Orvosi Rendelő,Nőgyógyászat szakorvosi vizsgálat,49529.0,2025-07-15,16:12:00,2025-07-15 16:12:00,nan
Tabán Medical,Nőgyógyászat szakorvosi vizsgálat,51860.0,2025-07-25,08:54:00,2025-07-25 08:54:00,nan
TritonLife,Nőgyógyászat szakorvosi vizsgálat,36848.0,2025-08-13,18:30:00,2025-08-13 18:30:00,nan
Újbuda Medical Center,Nőgyógyászat szakorvosi vizsgálat,42755.0,2025-07-17,06:52:00,2025-07-17 06:52:00,nan
Visegrádi40 Magánrendelő,Nőgyógyászat szakorvosi vizsgálat,43126.0,2025-08-03,07:58:00,2025-08-03 07:58:00,nan
Vitahelp,Nőgyógyászat szakorvosi vizsgálat,46816.0,2025-07-14,08:48:00,2025-07-14 08:48:00,nan
VP-Med Egészségcentrum és Oktatási Központ,Nőgyógyászat szakorvosi vizsgálat,45838.0,2025-08-10,19:33:00,2025-08-10 19:33:00,nan
Wáberer Medical Center,Nőgyógyászat szakorvosi vizsgálat,51639.0,2025-08-10,09:03:00,2025-08-10 09:03:00,nan
WellWay Clinics,Nőgyógyászat szakorvosi vizsgálat,47210.0,2025-08-13,17:58:00,2025-08-13 17:58:00,nan
Zenon Clinic,Nőgyógyászat szakorvosi vizsgálat,50835.0,2025-07-28,10:49:00,2025-07-28 10:49:00,nan
nan,Nőgyógyászat szakorvosi vizsgálat,,2025-08-07,09:13:00,2025-08-07 09:13:00,nan
nan,Nőgyógyászat szakorvosi vizsgálat,,2025-08-02,18:36:00,2025-08-02 18:36:00,nan
27 Sellő Mozgásszervi Terápiás Centrum,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",41091.0,2025-08-01,17:24:00,2025-08-01 17:24:00,Budaörsi út 29
Aesthetica Orvosi Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",41772.0,2025-07-17,18:38:00,2025-07-17 18:38:00,"Budapest, Váci út 76"
Affidea Magyarország,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53393.0,2025-08-19,08:02:00,2025-08-19 08:02:00,"Budapest, Fövény utca 4"
Affidea Magyarország,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53393.0,2025-08-03,07:29:00,2025-08-03 07:29:00,"Budapest, Lövőház utca 2"
Affidea Magyarország,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53393.0,2025-07-14,12:51:00,2025-07-14 12:51:00,"Budapest, Szabadság tér 7."
Affidea Magyarország,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53393.0,2025-07-13,18:00:00,2025-07-13 18:00:00,"Budapest, Hercegprímás utca 14"
